n_T,n_t,dT,N_obs,Ea_true,sigma_y,sigma_lnk,E_het,D_het,E,D,A,c_deg,c_Ea,cond,lambda_min,lambda_max,rmse_Ea,rmse_deg,relerr_Ea,frac_ok
5,5,51.89882949896431,210.0,13.913966450780316,0.00572925491921256,0.0037590211963585097,1233.421783937212,91609.13832896978,1271.1618963747824,66955.38304034171,2541.407772470315,1271.1618963748615,1508.2427857156224,2774.4012109781634,1271.1618963747824,3526713.104651495,0.07172035015634771,0.0783081159079853,0.0051545582210546104,1.0
4,4,19.320652760496955,200.0,50.55260169703285,0.043567499736728486,0.027787062468386553,10.13519666705614,1245.5780008242373,6.526278005043008,700.9775032969104,13.051424701971735,6.526278005041997,7.587932012206065,11536.578373801702,6.526278005043008,75290.91769439688,1.2336937661080631,1.3329962755334812,0.024404159720635584,1.0
4,5,19.864705025570576,210.0,64.20612953698793,0.06996779646445783,0.04752065671540351,2.096441719471708,356.0091338934986,1.7275182598027619,195.89760870168394,3.454767857819765,1.7275182598018557,2.063354485645349,12859.171137293326,1.7275182598027619,22214.45294560287,2.747644310876713,3.006281610323893,0.04279411219288413,1.0
4,5,5.4561668039167746,270.0,31.29856655955666,0.008494850228692208,0.0038006235688483056,29.227681397013647,11911.236093290552,28.181659180165745,11129.85166727532,56.36295699360462,28.18165918015395,33.13558995356969,155971.63900327243,28.181659180165745,4395539.57216207,0.6461225393563346,0.7006649258380858,0.02064383805331329,1.0
6,4,4.442339700547407,320.0,54.56649362248887,0.0086461192985215,0.0043650951564245906,13.046794500978688,8600.391032872398,12.63240295837414,7836.7479258358735,25.26474026954198,12.63240295828157,14.62746943364002,384857.37547519454,12.63240295837414,4861673.448504955,0.9384774307163903,1.0099371218284643,0.017198785709214216,1.0
4,4,12.42723605444441,124.0,42.32686214468872,0.07275532689407184,0.056915057817977496,0.28696138933819754,79.52094457360126,0.26245982087444397,53.834098558883824,0.5249071652346744,0.26245982087445935,0.30283604063547,42071.61992127968,0.26245982087444397,11042.109828436753,4.5871382048986,4.932088886040218,0.10837416176087142,1.0
4,7,11.990758697265727,294.0,19.01530281319083,0.056774052247852445,0.025735510687873896,3.0694238949235704,539.9252948257098,2.4294576083668433,425.1412592940774,4.858756553144795,2.4294576083682102,2.8502489883116975,30623.008740334753,2.4294576083668433,74397.3015752906,1.9606709145459416,2.124476794997596,0.10311015994895611,1.0
5,7,6.461425615182108,539.0,40.17261876897032,0.036239605103222064,0.01346008245975347,5.2787134736442125,1773.5817290562745,4.089587613797518,1429.5849475932778,8.179108293863154,4.089587613798968,4.80866640267107,122197.10017394916,4.089587613797518,499735.74731335696,1.6786248866383278,1.820319812598841,0.041785298994122644,1.0
4,6,13.903674414281669,264.0,54.303409714019246,0.03067449488775494,0.015214102961903531,5.105697521277505,1164.3468461256166,6.349313786638948,1188.2884930354342,12.698265034748216,6.349313786645796,7.428203769758697,35025.97245637451,6.349313786638948,222390.88980769477,1.0168478339112794,1.100328523408053,0.01872530360922741,1.0
6,4,3.6311924341710915,316.0,67.79678415629824,0.008983720729519215,0.004391215170360611,10.953721328885914,7679.776017534024,11.85020812833557,7613.09338334112,23.70035883391456,11.850208128370392,14.147009946563259,412734.10583077953,11.85020812833557,4890985.055757217,0.9741477763177174,1.064503645528895,0.014368642826360668,1.0
